1.1.toyota_sienna	1.0 0.708
2.1.toyota_pakistan	48.0 5.285
4.1.the_toyota_way	91.0 3.758
adx.2.1.supernatural_authors:toyota_yuu	1.0 0.108
2.0.daimler_hyundai_toyota_gm_bmw	1.0 0.134
2.0.toyota_great_corolla_tersendat_saat_berjalan_lambat	1.0 0.881
2.0.toyota_service_coupons	10.0 2.37
2.0.toyota_surf_surf	25.0 11.075
2.0.toyota_uk_ltd	1.0 0.454
2.1.toyota_aurion	21.0 7.775
4.0.hardtop_baru_toyota	20.0 6.12
4.1.toyota_gps_system	10.0 0.86
4.1.toyota_hybrid_challenge	10.0 0.38
4.1.toyota_runner	3.0 0.744
adx.2.1.toyota_news	1.0 0.04
adx.2.1.toyota_prius_phev	1.0 0.031
adx.4.1.toyota_developing	1.0 0.251
1.0.used_toyota_vigo	3.0 3.048
2.1.show_toyota	7.0 0.637
4.0.toyota_algrie	52.0 14.072
4.0.toyota_targets	1.0 0.177
4.1.sunshine_toyota	23.0 3.663
adx.2.1.toyota_publica	1.0 0.025
2.0.hendrickson_toyota_locations	2.0 0.114
2.0.toyota_smart	22.0 2.117
2.0.toyota_team_thailand	8.0 0.447
2.1.autos_toyota	4.0 0.812
2.1.toyota_hiace	65.0 19.816
2.1.toyota_jzx100_jzx110	1.0 0.333
4.0.toyota_advantage_rav	1.0 0.248
4.0.toyota_allion	9.0 3.807
4.0.toyota_avensis_verso	7.0 1.874
4.0.toyota_readies_corolla_hatch	7.0 2.954
4.1.toyota_pavilion_at_montage_mountain	23.0 0.864
adx.4.0.toyota_financial_services	7.0 1.709
adx.4.1.findlay_toyota	1.0 0.313
1.0.toyota_land	1.0 0.033
2.0.toyota_highlander	231.0 53.388
2.0.toyota_starlet_gt_turbo	25.0 20.869
2.1.toyota_mr	9.0 5.791
2.1.toyota_texas_bass	87.0 5.165
2.1.toyota_tsusho_corporation	3.0 0.158
4.1.toyota_jzx81	1.0 0.343
adx.2.1.toyota_wallpaper	1.0 0.408
2.0.service_appointment_toyota_service	1.0 0.196
2.0.toyota_astra_motor	249.0 12.852
2.0.toyota_huge	4.0 2.152
2.0.toyota_vibe_summer_mixtape	3.0 0.375
2.1.gm_toyota	2.0 0.042
2.1.toyota_exhibition_pavilion	18.0 6.21
4.0.toyota_center	80.0 20.226
4.1.crash_sues_toyota	2.0 0.692
4.1.toyota_presents	1.0 0.038
adx.2.0.toyota_belta	1.0 0.704
adx.4.1.toyota_tries	1.0 0.276
1.0.toyota_sera	1.0 0.446
1.1.toyota_hiroof_trh	1.0 0.03
1.1.toyota_todos_vendo	1.0 0.236
2.0.toyota_ke3_hardtop	1.0 0.601
2.0.used_toyota_other	2.0 1.742
2.1.toyota_perkenalkan_agya	136.0 44.472
adx.2.0.haley_toyota	1.0 0.44
adx.4.0.toyota_vehicles	5.0 0.584
1.0.toyota_ft	1.0 0.094
1.0.toyota_surf_surf_car	1.0 0.069
2.0.toyota_camry_hybrid	391.0 77.964
2.0.toyota_ts030_hybrid	4.0 0.605
2.1.toyota_revo	1.0 0.024
4.0.oem_toyota	13.0 0.488
4.0.toyota_estima	130.0 60.142
4.1.toyota_paseo	8.0 2.096
1.1.toyota_prado	3.0 0.121
2.0.toyota_fun_vii	6.0 2.558
2.0.toyota_previews_generation_iii	2.0 0.398
2.1.toyota_rav	18.0 6.813
4.1.r15toyota_colorado_alloy	12.0 0.408
4.1.toyota_ranked_number	3.0 0.561
adx.2.0.toyota_news	1.0 0.04
2.0.show_toyota	7.0 0.637
2.0.toyota_advantage_rav	1.0 0.248
2.0.toyota_avensis_verso	11.0 2.839
2.1.toyota_car_reviews	41.0 39.196
2.1.toyota_iq_ev	7.0 1.746
4.0.toyota_highlander_hybrid	16.0 5.08
4.0.toyota_model_camry_altise	5.0 0.28
4.1.seguridad_toyota	5.0 1.72
4.1.toyota_etios	278.0 137.79
4.1.toyota_gt86_uk	1.0 0.442
9.toyotadiscounts.com	1.0 2.0
adx.2.0.toyota_corolla_axio	2.0 1.294
adx.2.0.toyota_pickup	21.0 0.756
adx.4.1.toyota_axio	2.0 1.07
adx.9.toyotaforklift.com	266.0 297.0
1.0.toyota_innova	2.0 0.63
2.0.brz_toyota	1.0 0.028
2.0.new_japanese_toyota	1.0 0.472
2.0.toyota_auris	803.0 403.343
2.0.toyota_todos_repuestos	11.0 1.2
2.0.videos_toyota	1.0 0.923
2.1.panasonic_toyota_racing	32.0 4.096
2.1.toyota_driving_expectations	1.0 0.2
4.0.toyota_gives	1.0 0.274
4.1.toyota_boshoku	9.0 1.725
4.1.toyota_sure	119.0 120.0
1.1.manami_toyota	1.0 0.268
1.1.toyota_avanza	1.0 0.284
2.0.okezone_autos_toyota_new_vios_trd_sportivo_makin_ganteng	23.0 10.994
4.0.ini_harga_baru_toyota	3.0 1.128
4.0.kalla_toyota_buka_diler_baru	2.0 0.666
4.0.toyota_csr_click	5.0 0.275
4.0.toyota_mark2_tourer	1.0 0.088
4.1.toyota_surf	5.0 0.405
4.1.toyota_techstream	16.0 0.944
adx.2.0.genuine_toyota_parts_online	3.0 0.72
adx.4.1.used_toyota_cars	1.0 0.39
1.1.toyota_venza	1.0 0.036
4.0.toyota_mpv_noah	219.0 19.227
4.0.toyota_publica	7.0 0.175
4.1.adriel_toyota_barranquitas	156.0 10.72
adx.4.0.custom_toyota_cars	1.0 0.521
adx.4.0.toyota_texas_bass	19.0 1.1
adx.9.toyotalatinopriusv.com	3.0 7.0
2.0.toyota_gb	55.0 21.804
2.0.toyota_ireland	3.0 0.219
2.0.toyota_yaris_hybrid	473.0 196.772
2.1.toyota_prices	21.0 7.567
4.0.kato.toyota_aqua	2.0 0.052
adx.2.1.toyota	1933.0 246.843
2.1.toyota_electratn_lth	1.0 0.505
4.0.embarrassing_recall_cripple_toyota	1.0 0.323
4.0.fse_toyota_mark	4.0 0.16
4.0.okezone_autos_deretan_varian_toyota	5.0 2.415
9.reddeertoyota.com	20.0 23.0
adx.4.0.gulf_states_toyota	1.0 0.087
adx.4.0.texas_toyota	2.0 0.074
adx.4.1.toyota_passo	1.0 0.059
1.0.fightdog_fight_point_mugutoyota_camry_18point_mugu	1.0 0.456
4.1.toyota_gli	5.0 0.293
4.1.toyota_kills_plans	2.0 0.498
4.1.toyota_parts	113.0 28.752
adx.2.0.toyota_suv	1.0 0.059
2.0.sa_soil_toyota_gt	3.0 1.827
2.0.scion_toyota_gt	1.0 0.054
2.0.sunshine_toyota_contact	5.0 3.04
2.1.new_toyota_rebates	47.0 34.921
2.1.toyota_tvcm_reborn	1.0 0.113
4.0.toyota_center_houston	1.0 0.042
4.0.toyota_premio	32.0 11.018
4.1.toyota_prius_phev	2.0 0.062
9.earlstewarttoyotanews.com	14.0 14.0
1.1.toyota_previa	1.0 0.116
2.0.toyota_new_camry	1.0 0.063
4.0.toyota_gt	447.0 146.214
4.0.toyota_sure	119.0 120.0
4.1.toyota_aqua	38.0 10.232
adx.2.0.toyota_releases	5.0 0.72
1.0.quality_toyota	1.0 0.211
4.0.toyota_kijang_innova	5.0 0.218
4.0.toyota_surf	5.0 0.405
4.1.toyota_touch	91.0 37.107
adx.1.1.toyota	26.0 3.897
adx.4.1.hendrickson_toyota	6.0 0.756
adx.4.1.toyota_hilux	13.0 3.325
2.1.toyota_pris	120.0 5.4
2.1.toyota_related_images	29.0 1.131
4.0.crawl_toyota	5.0 0.15
4.0.piezas_genuinas_toyota	46.0 30.544
4.0.toyota_day_from_rd_comments	5.0 0.584
4.0.toyota_fs_cheetahs	2.0 0.504
4.1.toyota_conquest_headlights	1.0 0.303
9.erinparktoyota.com	235.0 251.0
adx.4.0.toyota_texas_bass_classic	55.0 40.829
adx.9.evanstoyota.com	22.0 23.0
1.1.toyota_engine	1.0 0.033
2.0.toyota_earning_profits	54.0 20.628
2.0.toyota_stock	2.0 0.644
2.0.toyota_tiger_d4d_toyota_tiger_d4d	3.0 0.783
2.1.knowing_toyota	2.0 0.76
2.1.quickpic_the_toyota	1.0 0.102
4.0.appraisal_berlin_city_toyota	1.0 0.167
4.0.failure_toyota	3.0 0.642
4.1.toyota_kata	8.0 0.416
4.1.toyota_vigo	6.0 0.69
adx.4.0.toyota_car_dealers	1.0 0.123
adx.4.1.toyota_hiccup	1.0 0.329
adx.4.1.toyota_industries	1.0 0.039
2.0.toyota_oem	1.0 0.316
2.1.toyota_pavilion_at_montage_mountain	18.0 0.648
4.0.irwindale_toyota	1.0 0.122
4.0.toyota_recall	79.0 10.21
4.1.toyota_celebrates	1.0 0.149
adx.2.0.toyota_announces	1.0 0.199
adx.2.1.toyota_ts030_lmp1	2.0 0.742
2.0.plan_holiday_toyota_reborn_akb48_akb48_toyota_toyota_reborn	5.0 1.215
2.0.recalled_toyota12_toyota	1.0 0.078
2.0.toyota_corolla_matrix	1.0 0.041
2.0.toyota_kills_plans	11.0 2.739
2.1.texas_toyota	25.0 1.061
4.0.toyota_aristo	3.0 1.049
4.0.toyota_reportedly_plans_two_new_prius_variants	2.0 0.752
4.0.toyota_toyota_lpg	221.0 197.524
adx.4.0.successful_jit_systems_toyota	3.0 0.948
2.1.photo_bymiyako_toyota	4.0 0.23
2.1.tmg_toyota_gt	1.0 0.09
4.0.toyota_ranked	1.0 0.166
4.1.toyota_leluxury_edition.you	2.0 0.11
4.1.toyota_panasonic	1.0 1.0
4.1.toyota_walton_motors	1.0 0.481
adx.4.0.berlin_city_toyota	1.0 0.159
2.0.toyota_kijang_innova	17.0 4.637
2.1.toyota_corolla_e120	11.0 1.606
2.1.toyota_geneo_hybrid	1.0 0.543
2.1.toyota_qualis	1.0 0.509
4.0.kereta_hybrid_terbaru_buatan_toyota_gambar	2.0 1.258
4.0.toyota_aqua	38.0 10.232
4.1.black_toyota_vigo	2.0 3.095
4.1.modified_toyota_mr	17.0 0.816
4.1.toyota_sprinter	29.0 0.809
4.1.toyota_technical_center	56.0 2.8
adx.2.0.casey_toyota	5.0 1.48
2.1.toyota_motorsport_gmbh	5.0 0.803
4.1.discount_toyota_parts	1.0 0.043
4.1.inside_toyota	1.0 0.169
adx.2.0.hendrickson_toyota	7.0 1.134
adx.4.1.toyota_innova	6.0 1.985
1.0.toyota_touch	1.0 0.037
1.1.toyota_corolla_axio	1.0 0.026
1.1.toyota_mpv_noah	1.0 0.087
2.0.toyota_pris	120.0 5.4
2.0.toyota_soluna	8.0 4.339
2.1.concessionaria_toyota_gorizia	4.0 1.612
4.0.arlington_toyota	2.0 0.22
4.0.black_toyota_vigo_diesel	2.0 0.425
4.0.toyota_agya_daihatsu_ayla	3.0 1.167
4.1.jdm_toyota_mark	4.0 1.36
adx.2.0.toyota_tacoma	53.0 13.131
adx.2.1.toyota_center_houston	3.0 0.186
1.0.toyota_4runner	9.0 1.175
2.0.bikin_toyota	2.0 0.386
2.0.new_toyota_coupe	8.0 6.488
2.0.toyota_celica	620.0 227.22
2.0.toyota_vellfire	12.0 2.856
2.1.warrenton_toyota	62.0 16.147
4.0.marion_toyota_parts	1.0 0.066
4.0.toyota_grand_new_fortuner	10.0 1.96
4.0.toyota_vigo	6.0 0.69
9.toyotadealerlosangeles.net	15.0 17.0
adx.4.1.toyota_city	4.0 0.171
2.0.mobil_toyota_agya	88.0 9.18
2.0.vvt_toyota	7.0 0.231
4.0.downtown_toyota	1.0 0.402
4.0.sumimoto_corporation_toyota	5.0 0.66
adx.4.0.toyota_entune	1.0 0.58
1.1.toyota_avensis	3.0 0.461
2.0.twin_charged_toyota	2.0 0.764
2.1.toyota_has_luxury	8.0 1.4
4.0.the_toyota_way	17.0 1.669
4.1.toyota_conquest	1.0 0.241
9.hargatoyotabogor.com	2.0 2.0
adx.2.0.toyota_prado	2.0 0.724
adx.2.0.used_toyota_surf	1.0 0.451
adx.2.1.schaumburg_toyota	1.0 0.081
adx.4.0.toyota_leluxury_edition.you	1.0 0.055
adx.9.stage.toyotaplaza.ca	1.0 2.0
2.0.bassmaster_champion_join_toyota_texas_bass_classic_field	4.0 1.608
2.0.toyota_carina	8.0 1.282
2.1.shizuka_suneo30_toyota	3.0 0.276
2.1.toyota_corona_mark_ii	1.0 0.055
2.1.toyota_drifting_accident	3.0 1.041
2.1.toyota_harrier	17.0 5.508
2.1.toyota_vehicles	180.0 15.288
4.0.introduces_supercharged_toyota	1.0 0.383
4.0.toyota_confirms_timing	1.0 0.278
4.0.toyota_philippines_price_list	243.0 83.49
4.1.yaris_hybrid_toyota	1.0 0.104
9.toyotanwanews.com	8.0 8.0
adx.2.0.wyler_toyota	2.0 0.426
adx.4.0.berlin_city_toyota_nh	1.0 0.179
adx.9.evanstoyota.calls.net	6.0 6.0
1.0.annonce_toyota_rav	1.0 0.377
1.1.toyota_starlet	1.0 0.135
2.0.mthode_lean_approche_toyota	13.0 0.793
2.0.sale_toyota	5.0 2.48
2.0.toyota_gt	753.0 195.987
2.0.toyota_outperforms_industry	2.0 0.592
4.0.concessionaria_toyota_gorizia	4.0 1.612
4.1.toyota_agya	1158.0 161.674
adx.2.0.toyota_corolla	121.0 39.08
1.0.toyota_yaris_hybrid	3.0 1.483
1.0.used_toyota_mark	2.0 0.731
2.0.okezone_autos_deretan_varian_toyota	10.0 4.83
2.1.toyota_click_toyota	42.0 2.929
2.1.toyota_entune	192.0 9.586
4.0.toyota_tsusho	10.0 1.78
4.0.used_toyota_gli	8.0 3.594
9.toyotatruckmonth.com	98.0 104.0
adx.4.0.toyota_mark	1.0 0.182
2.0.daftar_harga_mobil_bekas_toyota_terbaru_bulan_agustus	1.0 0.312
2.0.toyota_kurangi_impor_sedan	1.0 0.596
2.0.trace_city_toyota	1.0 0.044
4.1.aluminum_toyota	1.0 0.428
4.1.toyota_gives	1.0 0.274
4.1.toyota_landcruiser	185.0 26.234
9.stage.exetertoyota.ca	3.0 3.0
adx.2.0.toyota_venza	18.0 2.33
adx.2.1.toyota_celica_supra	7.0 0.548
adx.4.0.toyota_corolla_sprinter	1.0 0.82
2.0.philips_toyotacamry_9006bv_philips_toyotacelica_9006bv_philips_toyotacorolla	3.0 1.47
2.0.service4service_toyota	1.0 0.111
2.0.toyota_ft_hs	86.0 9.059
2.0.toyota_touch_go	1.0 0.07
2.1.modified_toyota	2.0 0.57
4.0.town_toyota_center	44.0 28.413
4.1.toyota_camry_solara	4.0 2.349
adx.1.0.toyota_tundra	2.0 0.518
adx.2.1.luxury_hybrid_toyota	1.0 0.036
adx.4.0.toyota_ceo	1.0 0.197
2.0.vehicles_reveal_toyota	6.0 2.808
2.1.toyota_cars_collection	30.0 5.053
2.1.toyota_financial_services	18.0 1.601
2.1.toyota_ts030	1.0 0.381
4.0.toyota_vigo_vigo	23.0 1.357
4.0.video_toyota	1.0 0.042
4.1.okezone_autos_toyota	20.0 6.497
2.0.toyota_corolla_sprinter	8.0 6.56
2.1.toyota_agya_trd	100.0 8.49
4.0.toyota_share_lunker_program	1.0 0.142
4.1.scores_toyota	1.0 0.124
4.1.website_ravindu_toyota	3.0 0.285
1.1.toyota_rav4_ev	5.0 1.989
2.1.kuota_toyota	2.0 0.68
2.1.toyota_automobile_museum	3.0 0.57
4.0.toyota_gps_tv_mobil_murah	9.0 2.142
4.1.promozioni_toyota	7.0 1.001
4.1.toyota_hybrid	1.0 0.045
4.1.toyota_keys	1.0 0.217
adx.4.1.adriel_toyota_barranquitas	2.0 0.134
adx.4.1.toyota_code_definition	3.0 0.12
adx.4.1.toyota_gt	9.0 2.744
11.rt_toyotasocal.retargcnt	12654.0 61675.0
2.0.malibu...chevy_dealers_put_toyota_camrys	5.0 2.085
2.0.toyota_related_images	29.0 1.131
4.0.okezone_autos_toyota_new_yaris	1.0 0.385
4.0.tatort_toyota	13.0 1.521
4.0.toyota_agya	1158.0 161.674
4.0.toyota_gt86_uk	1.0 0.442
2.0.toyota_presents_sub	1.0 0.18
4.0.toyota_boshoku	3.0 1.551
4.0.toyota_rav	14.0 5.35
4.1.toyota_executive	2.0 0.38
9.attrelltoyota.com	161.0 175.0
adx.2.0.toyota_sales_strong	1.0 0.157
adx.4.0.crash_sues_toyota	1.0 0.346
adx.4.0.toyota_motor_corporation	5.0 0.121
2.0.philips_toyotajeep_9006bv_philips_toyotayaris	3.0 0.897
2.0.toyota_gt86_sudah_banyak_pemesan	1.0 0.433
2.0.toyota_landcruiser	67.0 17.869
2.1.toyota_coaster	11.0 4.634
2.1.toyota_sure	42.0 42.0
4.0.toyota_australia	43.0 5.066
4.0.toyota_hondanissan	96.0 6.15
4.1.toyota_altezza	224.0 21.663
adx.2.1.toyota_safety	1.0 0.924
adx.4.0.toyota_forced	1.0 0.189
2.1.okezone_autos_toyota	22.0 7.205
2.1.toyota_surf	32.0 3.84
2.1.toyota_team_europe	118.0 4.421
2.1.toyota_toyota	97.0 5.378
4.0.toyota_bozen_bz_trentino_sdtirol_auto	4.0 3.944
4.0.toyota_readies	1.0 0.142
4.0.toyota_swagger_wagon_supreme	1.0 0.071
4.1.toyota_concert_series	9.0 2.367
1.1.toyota_estima_lucida	1.0 0.036
1.1.toyota_solara	1.0 0.039
2.0.toyota_celica_camry	2.0 0.178
2.0.toyota_industrial_equipment	8.0 4.313
4.0.toyota_tiger_d4d_toyota_tiger_d4d	1.0 0.261
4.1.crawl_toyota	5.0 0.15
adx.4.1.new_toyota	5.0 0.774
2.1.memurdan_toyota_gvenlik	1.0 0.04
2.1.nascar_toyota	1.0 0.084
4.1.hadji_kalla_toyota	1.0 0.573
4.1.toyota_sienna	1015.0 238.611
adx.2.0.toyota_fj_cruiser	55.0 16.443
1.1.simcoe_toyota	1.0 0.404
2.0.toyota_clica_st	2.0 1.016
2.0.toyota_crushed	1.0 0.22
2.0.toyota_ghana_music_playlist_community	1.0 0.726
2.1.britcar_toyota_gt86	4.0 0.232
2.1.toyota_forced	5.0 0.945
2.1.toyota_india	4.0 0.435
4.0.discount_toyota_parts	1.0 0.043
4.0.toyota_keys	1.0 0.217
4.0.toyota_land_cruise_prado	13.0 1.014
4.1.toyota_lawsuit_claims	1.0 0.04
9.toyotaofslidellnews.com	14.0 14.0
adx.2.0.toyota_sequoia	2.0 0.466
adx.2.1.toyota_motors	18.0 0.691
2.0.kalla_toyota_buka_diler_baru	1.0 0.333
2.0.spesifikasi_mobil_murah_toyota_agya_indonesia	88.0 4.86
2.0.toyota_shirakawa	5.0 2.5
2.1.toyota_subaru_gt	2.0 0.13
2.1.tuned_toyota_gt	4.0 1.168
4.0.marion_toyota_budget_busters	1.0 0.547
4.1.nascar_toyota_series	1.0 0.084
adx.2.0.toyota_trucks	10.0 1.135
2.0.toyota_gli	69.0 2.456
2.0.toyota_gps_system	5.0 0.43
2.0.toyota_turned	5.0 1.645
4.0.supernatural_authors:toyota_yuu	3.0 0.324
4.1.toyota_land_cruiser	1136.0 429.711
4.1.toyota_matrix	161.0 9.843
adx.2.0.toyota_developing	2.0 0.502
adx.2.1.toyota_australia	8.0 0.573
adx.4.1.toyota_park	2.0 0.586
2.0.sunshine_toyota	17.0 3.836
2.0.toyota_sure	42.0 42.0
2.1.toyota_aqua	21.0 4.577
2.1.toyota_forklifts	1.0 0.043
4.0.new_toyota_ft	4.0 1.544
4.0.share_toyota	4.0 0.52
4.0.toyota_crown_royal	3.0 2.213
4.0.toyota_rs2000	61.0 52.638
4.0.toyota_toyota_toyota	3.0 0.153
4.1.toyota_master	2.0 0.054
2.0.supernatural_authors:toyota_yuu	6.0 0.648
2.0.toyota_surf	32.0 3.84
4.0.luxury_hybrid_toyota	1.0 0.036
4.0.toyota_news_information	28.0 1.12
4.0.tuned_toyota_gt86_drifting	1.0 0.624
adx.4.0.toyota_celica_gt	2.0 0.395
2.1.toyota_dream_car	49.0 1.154
4.0.toyota_autoparts	2.0 0.368
4.0.toyota_division	8.0 0.216
4.0.toyota_new_yaris	1.0 0.113
4.1.toyota_mark_ii	43.0 20.066
9.m.reddeertoyota.com	1.0 1.0
9.toyotatacomainsandiego.com	1.0 1.0
adx.1.0.toyota_land_cruiser	2.0 1.177
adx.2.0.toyota_cressida	15.0 0.345
adx.9.toyotainthenews.com	27.0 28.0
2.0.toyota_exhibition_pavilion	18.0 6.21
2.0.toyota_ipsum	1.0 0.296
2.1.toyota_kata	1.0 0.052
2.1.toyota_prius	3365.0 837.169
2.1.toyota_vigo	8.0 1.336
4.0.auto_technician_toyota	1.0 0.378
4.0.toyota_probox	77.0 59.675
4.1.toyota_bandeirante	1.0 0.117
4.1.toyota_hybrid_system_ii	1.0 0.055
4.1.toyota_mark	18.0 5.09
1.0.toyota_body_panels	1.0 0.943
1.1.toyota_dealer	1.0 0.094
2.1.toyota_motor_corp	208.0 8.208
4.0.ter_studiotoyota_vios	3.0 0.24
4.0.toyota_surf_surf	61.0 31.01
4.1.concessionaria_toyota_palermo	29.0 11.107
4.1.toyota_ae86	7.0 1.41
adx.4.1.wyler_toyota	3.0 0.639
adx.9.claringtontoyota.com	2.0 2.0
2.0.toyota_elephant_passage_rotational_exhibit	2.0 0.23
2.1.used_toyota_cars	83.0 29.211
4.0.toyota_blade	1.0 0.619
4.0.toyota_porte	4.0 1.266
4.1.front_toyota	1.0 0.066
4.1.grand_new_toyota	1.0 0.075
1.1.toyota_fielder	1.0 0.086
2.0.toyota_toyota_toyota	1.0 0.185
4.0.toyota_verossa	8.0 4.646
4.1.galesburg_toyota	1.0 0.128
4.1.toyota_invents_baby	1.0 0.54
2.0.appraisal_berlin_city_toyota	4.0 0.668
2.0.luxury_hybrid_toyota	2.0 0.072
2.0.toyota_aqua	21.0 4.577
2.0.toyota_hiccup	4.0 1.316
2.0.toyota_offerte_presse	3.0 0.804
2.1.kericho_toyota	1.0 0.824
2.1.toyota_engines	13.0 2.414
4.0.video_toyota_ft	1.0 0.095
4.1.black_toyota_mark	6.0 3.302
4.1.northpoint_toyota	50.0 26.686
4.1.toyota_tercel	240.0 26.147
adx.9.nalleytoyotanews.com	11.0 12.0
2.0.toyota_sports800	2.0 0.162
2.1.sobre_repuestos_toyota	1.0 0.058
4.0.toyota_auris_hybrid	34.0 21.087
9.warrentontoyota.com	254.0 290.0
adx.2.0.toyota_accelerator_problems_result	1.0 0.263
adx.2.0.toyota_homes	1.0 0.214
adx.4.0.toyota_land_cruiser_prado	1.0 0.074
adx.9.courtesytoyotanews.com	6.0 6.0
2.0.toyota_ae101	6.0 1.266
2.0.toyota_techstream	15.0 0.885
2.1.toyota_lowers_prices	2.0 0.822
4.1.toyota_avalon	269.0 113.911
4.1.toyota_centre	1.0 0.297
4.1.toyota_model_echo	1.0 0.04
adx.2.0.toyota_trueno	1.0 0.283
adx.4.0.manami_toyota	1.0 0.247
adx.4.0.toyota_rav4	85.0 40.314
1.1.toyota_auction_grade	1.0 0.101
2.0.toyota_bandeirante	1.0 0.117
2.0.toyota_celica_supra	80.0 6.475
2.0.toyota_vigo	8.0 1.336
2.1.toyota_scion	88.0 13.712
4.0.adriel_toyota_barranquitas	156.0 10.72
4.0.toyota_increases_tacoma_production	1.0 0.58
4.0.toyota_mark	18.0 5.09
4.1.toyota_touch_life	6.0 2.792
adx.2.1.toyota_city	13.0 0.396
adx.4.1.toyota_vitz	4.0 0.146
1.0.toyota_avensis	2.0 0.434
2.0.black_toyota_vigo_petrol	1.0 0.065
2.0.southeast_toyota	1.0 0.035
2.0.toyota_gt86_honoured	1.0 0.27
2.1.citycar_toyota	2.0 0.484
2.1.the_toyota_way	88.0 3.026
4.0.gambar_toyota_new_yaris	3.0 1.323
4.0.toyota_ae86	7.0 1.41
4.0.toyota_liva_harga_spesifikasi	15.0 7.872
4.0.toyota_milano_viale_monza	2.0 1.014
4.1.genuine_toyota	1.0 0.032
4.1.toyota_embraces_anime	3.0 1.908
9.toyotachulavistareviews.com	2.0 2.0
2.0.toyota_innova	453.0 126.257
4.0.sunshine_toyota_parts_excellence_parts_accessories	7.0 0.385
4.1.toyota_alphard	145.0 27.161
9.glenntoyota.com	425.0 457.0
9.toyota.fix.gs	3.0 3.0
adx.2.0.toyota_ac	1.0 0.694
adx.2.0.toyota_automobile_museum	1.0 0.19
adx.9.parts.olathetoyota.com	36.0 37.0
2.0.toyota_targets	2.0 0.354
2.1.manami_toyota	7.0 0.938
2.1.watch_toyota	3.0 0.138
4.0.rene_isip_toyota	2.0 0.292
4.0.toyota_factory_truck_maintenance_manuals	14.0 4.065
4.0.toyota_trd_gt86	2.0 0.952
9.willstoyota.com	131.0 134.0
adx.2.0.google_toyota_intel_disney_view	29.0 0.899
adx.2.0.toyota_production_system	3.0 0.362
adx.2.1.toyota_trueno_ae86	1.0 0.639
2.1.toyota_agya	1143.0 150.825
4.0.prius_toyota	1.0 0.084
4.0.workshop_pengenalan_teknologi_hybrid_toyota	1.0 0.11
4.1.toyota_liva	91.0 14.688
1.0.toyota_vigo_vigo	3.0 0.498
1.1.toyota_auris	5.0 2.109
2.0.toyota_gt86_sports_fr	8.0 3.44
2.1.toyota_cetak_penjualan	2.0 0.33
2.1.toyota_offers	2.0 0.61
adx.4.0.toyota_previa	11.0 0.276
adx.9.toyotapr.com	22.0 26.0
4.0.aksi_robot_robina_humanoid_toyota	5.0 2.74
4.0.mobil_murah_toyota_daihatsu	3.0 1.269
4.0.toyota_lawsuit_claims	1.0 0.04
4.1.charlesglen_toyota	3.0 1.089
9.peacearchtoyota.com	32.0 34.0
adx.2.1.toyota_other_models	1.0 0.055
2.1.stars_project_toyota	1.0 0.081
2.1.subaru_brz_toyota	1.0 0.091
4.0.toyota_conquest_headlights	1.0 0.303
4.0.toyota_grand_prius_loutsider	72.0 21.608
4.1.novidades_toyota	1.0 0.155
4.1.toyota_service	6.0 0.808
9.toyotayogya.com	1.0 1.0
adx.2.0.toyota_city	11.0 0.308
adx.2.0.toyota_nadia	2.0 0.084
adx.4.0.toyota_center	9.0 2.12
adx.9.getteltoyotanews.com	1.0 1.0
2.0.toyota_kdh200	3.0 0.822
2.1.toyota_algrie	7.0 2.16
2.1.toyota_camry_vienta	11.0 2.805
4.0.toyota_announced_limited_package	1.0 0.483
4.0.toyota_optimal_drive	3.0 0.279
4.1.toyota_2000_gt	25.0 0.903
4.1.toyota_kluger	44.0 7.885
4.1.toyota_motor_north_america	7.0 0.776
9.continentaltoyotanews.com	36.0 36.0
9.toyotapaloalto.com	418.0 438.0
adx.4.0.toyota_parts	11.0 2.75
adx.4.0.toyota_sponsors_yahoo	1.0 0.574
1.0.toyota_want_owners	2.0 0.57
2.0.toyota_celebrates	3.0 0.447
2.1.toyota_allion	11.0 3.279
2.1.toyota_informs_dealers	4.0 1.464
2.1.toyota_people_person	1.0 0.56
4.0.toyota_js021	1.0 1.0
4.0.toyota_safety	4.0 3.696
4.0.toyota_trueno_ae86	7.0 2.587
4.1.toyota_way	54.0 5.291
adx.2.1.toyota_releases	5.0 0.72
2.1.toyota_gt86_uk	1.0 0.442
4.0.toyota_new_camry	1.0 0.382
4.1.toyota_tamaraw_fx	1.0 0.068
adx.4.1.new_toyota_vehicle	1.0 0.484
2.0.toyota_agya	1143.0 150.825
2.1.toyota_boshoku	6.0 0.68
2.1.toyota_center	32.0 5.225
2.1.toyota_spacio	3.0 0.063
4.0.toyota_liva	91.0 14.688
adx.2.0.used_toyota_mark	1.0 0.426
2.0.black_toyota_vigo	1.0 0.465
2.0.toyota_2000gt	1.0 0.2
2.0.toyota_sprinter	3.0 1.016
2.1.toyota_yaris	1835.0 393.483
4.0.reliability_survey_toyota	8.0 1.712
adx.2.1.toyota_motorsport	4.0 0.256
adx.9.toyotausvi.com	1.0 1.0
2.0.charlesglen_toyota	34.0 12.342
2.0.harga_toyota_liva_karna	16.0 0.8
2.0.okezone_autos_spesifikasi_harga_toyota_gt86	2.0 0.944
2.0.toyota_publica	17.0 0.425
2.1.schaumburg_toyota	2.0 0.162
2.1.toyota_estima	85.0 37.84
